EXCH_ID,SEGMENT,SECURITY_ID,ISIN,INSTRUMENT,UNDERLYING_SECURITY_ID,UNDERLYING_SYMBOL,SYMBOL_NAME,DISPLAY_NAME,INSTRUMENT_TYPE,SERIES,LOT_SIZE,SM_EXPIRY_DATE,STRIKE_PRICE,OPTION_TYPE,TICK_SIZE,EXPIRY_FLAG,BRACKET_FLAG,COVER_FLAG,ASM_GSM_FLAG,ASM_GSM_CATEGORY,BUY_SELL_INDICATOR,BUY_CO_MIN_MARGIN_PER,SELL_CO_MIN_MARGIN_PER,BUY_CO_SL_RANGE_MAX_PERC,SELL_CO_SL_RANGE_MAX_PERC,BUY_CO_SL_RANGE_MIN_PERC,SELL_CO_SL_RANGE_MIN_PERC,BUY_BO_MIN_MARGIN_PER,SELL_BO_MIN_MARGIN_PER,BUY_BO_SL_RANGE_MAX_PERC,SELL_BO_SL_RANGE_MAX_PERC,BUY_BO_SL_RANGE_MIN_PERC,SELL_BO_SL_MIN_RANGE,BUY_BO_PROFIT_RANGE_MAX_PERC,SELL_BO_PROFIT_RANGE_MAX_PERC,BUY_BO_PROFIT_RANGE_MIN_PERC,SELL_BO_PROFIT_RANGE_MIN_PERC,MTF_LEVERAGE
NSE,D,53135,NA,FUTSTK,21690,DIXON,DIXON-Sep2025-FUT,DIXON SEP FUT,FUT,NA,50,30/09/25,-0.01,XX,100,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53136,NA,FUTSTK,14732,DLF,DLF-Sep2025-FUT,DLF SEP FUT,FUT,NA,825,30/09/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53138,NA,FUTSTK,19913,DMART,DMART-Sep2025-FUT,DMART SEP FUT,FUT,NA,150,30/09/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53139,NA,FUTSTK,881,DRREDDY,DRREDDY-Sep2025-FUT,DRREDDY SEP FUT,FUT,NA,625,30/09/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53149,NA,FUTSTK,910,EICHERMOT,EICHERMOT-Sep2025-FUT,EICHERMOT SEP FUT,FUT,NA,175,30/09/25,-0.01,XX,50,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53150,NA,FUTSTK,5097,ETERNAL,ETERNAL-Sep2025-FUT,ETERNAL SEP FUT,FUT,NA,2425,30/09/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53151,NA,FUTSTK,676,EXIDEIND,EXIDEIND-Sep2025-FUT,EXIDEIND SEP FUT,FUT,NA,1800,30/09/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53152,NA,FUTSTK,1023,FEDERALBNK,FEDERALBNK-Sep2025-FUT,FEDERALBNK SEP FUT,FUT,NA,5000,30/09/25,-0.01,XX,1,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53154,NA,FUTSTK,14592,FORTIS,FORTIS-Sep2025-FUT,FORTIS SEP FUT,FUT,NA,775,30/09/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53159,NA,FUTSTK,4717,GAIL,GAIL-Sep2025-FUT,GAIL SEP FUT,FUT,NA,3150,30/09/25,-0.01,XX,1,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53160,NA,FUTSTK,7406,GLENMARK,GLENMARK-Sep2025-FUT,GLENMARK SEP FUT,FUT,NA,375,30/09/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53161,NA,FUTSTK,13528,GMRAIRPORT,GMRAIRPORT-Sep2025-FUT,GMRAIRPORT SEP FUT,FUT,NA,6975,30/09/25,-0.01,XX,1,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53162,NA,FUTSTK,10099,GODREJCP,GODREJCP-Sep2025-FUT,GODREJCP SEP FUT,FUT,NA,500,30/09/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53163,NA,FUTSTK,17875,GODREJPROP,GODREJPROP-Sep2025-FUT,GODREJPROP SEP FUT,FUT,NA,275,30/09/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53164,NA,FUTSTK,1232,GRASIM,GRASIM-Sep2025-FUT,GRASIM SEP FUT,FUT,NA,250,30/09/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53165,NA,FUTSTK,2303,HAL,HAL-Sep2025-FUT,HAL SEP FUT,FUT,NA,150,30/09/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53166,NA,FUTSTK,9819,HAVELLS,HAVELLS-Sep2025-FUT,HAVELLS SEP FUT,FUT,NA,500,30/09/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53169,NA,FUTSTK,7229,HCLTECH,HCLTECH-Sep2025-FUT,HCLTECH SEP FUT,FUT,NA,350,30/09/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53170,NA,FUTSTK,4244,HDFCAMC,HDFCAMC-Sep2025-FUT,HDFCAMC SEP FUT,FUT,NA,150,30/09/25,-0.01,XX,50,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53171,NA,FUTSTK,1333,HDFCBANK,HDFCBANK-Sep2025-FUT,HDFCBANK SEP FUT,FUT,NA,550,30/09/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53172,NA,FUTSTK,467,HDFCLIFE,HDFCLIFE-Sep2025-FUT,HDFCLIFE SEP FUT,FUT,NA,1100,30/09/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53173,NA,FUTSTK,1348,HEROMOTOCO,HEROMOTOCO-Sep2025-FUT,HEROMOTOCO SEP FUT,FUT,NA,150,30/09/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53174,NA,FUTSTK,21951,HFCL,HFCL-Sep2025-FUT,HFCL SEP FUT,FUT,NA,6450,30/09/25,-0.01,XX,1,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53175,NA,FUTSTK,1363,HINDALCO,HINDALCO-Sep2025-FUT,HINDALCO SEP FUT,FUT,NA,1400,30/09/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53176,NA,FUTSTK,1406,HINDPETRO,HINDPETRO-Sep2025-FUT,HINDPETRO SEP FUT,FUT,NA,2025,30/09/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53185,NA,FUTSTK,1394,HINDUNILVR,HINDUNILVR-Sep2025-FUT,HINDUNILVR SEP FUT,FUT,NA,300,30/09/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53186,NA,FUTSTK,1424,HINDZINC,HINDZINC-Sep2025-FUT,HINDZINC SEP FUT,FUT,NA,1225,30/09/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53187,NA,FUTSTK,20825,HUDCO,HUDCO-Sep2025-FUT,HUDCO SEP FUT,FUT,NA,2775,30/09/25,-0.01,XX,1,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53188,NA,FUTSTK,4963,ICICIBANK,ICICIBANK-Sep2025-FUT,ICICIBANK SEP FUT,FUT,NA,700,30/09/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53189,NA,FUTSTK,21770,ICICIGI,ICICIGI-Sep2025-FUT,ICICIGI SEP FUT,FUT,NA,325,30/09/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53190,NA,FUTSTK,18652,ICICIPRULI,ICICIPRULI-Sep2025-FUT,ICICIPRULI SEP FUT,FUT,NA,925,30/09/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53192,NA,FUTSTK,14366,IDEA,IDEA-Sep2025-FUT,IDEA SEP FUT,FUT,NA,71475,30/09/25,-0.01,XX,1,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53193,NA,FUTSTK,11184,IDFCFIRSTB,IDFCFIRSTB-Sep2025-FUT,IDFCFIRSTB SEP FUT,FUT,NA,9275,30/09/25,-0.01,XX,1,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53199,NA,FUTSTK,220,IEX,IEX-Sep2025-FUT,IEX SEP FUT,FUT,NA,3750,30/09/25,-0.01,XX,1,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53200,NA,FUTSTK,11262,IGL,IGL-Sep2025-FUT,IGL SEP FUT,FUT,NA,2750,30/09/25,-0.01,XX,1,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53203,NA,FUTSTK,11809,IIFL,IIFL-Sep2025-FUT,IIFL SEP FUT,FUT,NA,1650,30/09/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53204,NA,FUTSTK,1512,INDHOTEL,INDHOTEL-Sep2025-FUT,INDHOTEL SEP FUT,FUT,NA,1000,30/09/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53205,NA,FUTSTK,14309,INDIANB,INDIANB-Sep2025-FUT,INDIANB SEP FUT,FUT,NA,1000,30/09/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53206,NA,FUTSTK,11195,INDIGO,INDIGO-Sep2025-FUT,INDIGO SEP FUT,FUT,NA,150,30/09/25,-0.01,XX,50,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53218,NA,FUTSTK,7,AARTIIND,AARTIIND-Jul2025-FUT,AARTIIND JUL FUT,FUT,NA,1325,31/07/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53219,NA,FUTSTK,13,ABB,ABB-Jul2025-FUT,ABB JUL FUT,FUT,NA,125,31/07/25,-0.01,XX,50,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53220,NA,FUTSTK,21614,ABCAPITAL,ABCAPITAL-Jul2025-FUT,ABCAPITAL JUL FUT,FUT,NA,3100,31/07/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53221,NA,FUTSTK,30108,ABFRL,ABFRL-Jul2025-FUT,ABFRL JUL FUT,FUT,NA,2600,31/07/25,-0.01,XX,1,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53222,NA,FUTSTK,22,ACC,ACC-Jul2025-FUT,ACC JUL FUT,FUT,NA,300,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53223,NA,FUTSTK,10217,ADANIENSOL,ADANIENSOL-Jul2025-FUT,ADANIENSOL JUL FUT,FUT,NA,675,31/07/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53224,NA,FUTSTK,25,ADANIENT,ADANIENT-Jul2025-FUT,ADANIENT JUL FUT,FUT,NA,300,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53225,NA,FUTSTK,3563,ADANIGREEN,ADANIGREEN-Jul2025-FUT,ADANIGREEN JUL FUT,FUT,NA,600,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53226,NA,FUTSTK,15083,ADANIPORTS,ADANIPORTS-Jul2025-FUT,ADANIPORTS JUL FUT,FUT,NA,475,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53227,NA,FUTSTK,11703,ALKEM,ALKEM-Jul2025-FUT,ALKEM JUL FUT,FUT,NA,125,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53230,NA,FUTSTK,5258,INDUSINDBK,INDUSINDBK-Sep2025-FUT,INDUSINDBK SEP FUT,FUT,NA,700,30/09/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53231,NA,FUTSTK,29135,INDUSTOWER,INDUSTOWER-Sep2025-FUT,INDUSTOWER SEP FUT,FUT,NA,1700,30/09/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53232,NA,FUTSTK,1594,INFY,INFY-Sep2025-FUT,INFY SEP FUT,FUT,NA,400,30/09/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53233,NA,FUTSTK,7852,INOXWIND,INOXWIND-Sep2025-FUT,INOXWIND SEP FUT,FUT,NA,3225,30/09/25,-0.01,XX,1,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53234,NA,FUTSTK,1624,IOC,IOC-Sep2025-FUT,IOC SEP FUT,FUT,NA,4875,30/09/25,-0.01,XX,1,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53235,NA,FUTSTK,1270,AMBUJACEM,AMBUJACEM-Jul2025-FUT,AMBUJACEM JUL FUT,FUT,NA,1050,31/07/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53236,NA,FUTSTK,324,ANGELONE,ANGELONE-Jul2025-FUT,ANGELONE JUL FUT,FUT,NA,250,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53237,NA,FUTSTK,13611,IRCTC,IRCTC-Sep2025-FUT,IRCTC SEP FUT,FUT,NA,875,30/09/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53238,NA,FUTSTK,20261,IREDA,IREDA-Sep2025-FUT,IREDA SEP FUT,FUT,NA,3450,30/09/25,-0.01,XX,1,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53239,NA,FUTSTK,2029,IRFC,IRFC-Sep2025-FUT,IRFC SEP FUT,FUT,NA,4250,30/09/25,-0.01,XX,1,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53240,NA,FUTSTK,25780,APLAPOLLO,APLAPOLLO-Jul2025-FUT,APLAPOLLO JUL FUT,FUT,NA,350,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53241,NA,FUTSTK,157,APOLLOHOSP,APOLLOHOSP-Jul2025-FUT,APOLLOHOSP JUL FUT,FUT,NA,125,31/07/25,-0.01,XX,50,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53242,NA,FUTSTK,1660,ITC,ITC-Sep2025-FUT,ITC SEP FUT,FUT,NA,1600,30/09/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53243,NA,FUTSTK,6733,JINDALSTEL,JINDALSTEL-Sep2025-FUT,JINDALSTEL SEP FUT,FUT,NA,625,30/09/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53244,NA,FUTSTK,212,ASHOKLEY,ASHOKLEY-Jul2025-FUT,ASHOKLEY JUL FUT,FUT,NA,5000,31/07/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53245,NA,FUTSTK,236,ASIANPAINT,ASIANPAINT-Jul2025-FUT,ASIANPAINT JUL FUT,FUT,NA,250,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53246,NA,FUTSTK,14418,ASTRAL,ASTRAL-Jul2025-FUT,ASTRAL JUL FUT,FUT,NA,425,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53247,NA,FUTSTK,6066,ATGL,ATGL-Jul2025-FUT,ATGL JUL FUT,FUT,NA,875,31/07/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53248,NA,FUTSTK,21238,AUBANK,AUBANK-Jul2025-FUT,AUBANK JUL FUT,FUT,NA,1000,31/07/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53249,NA,FUTSTK,275,AUROPHARMA,AUROPHARMA-Jul2025-FUT,AUROPHARMA JUL FUT,FUT,NA,550,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53250,NA,FUTSTK,5900,AXISBANK,AXISBANK-Jul2025-FUT,AXISBANK JUL FUT,FUT,NA,625,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53251,NA,FUTSTK,16669,BAJAJ-AUTO,BAJAJ-AUTO-Jul2025-FUT,BAJAJ-AUTO JUL FUT,FUT,NA,75,31/07/25,-0.01,XX,50,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53252,NA,FUTSTK,16675,BAJAJFINSV,BAJAJFINSV-Jul2025-FUT,BAJAJFINSV JUL FUT,FUT,NA,500,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53253,NA,FUTSTK,317,BAJFINANCE,BAJFINANCE-Jul2025-FUT,BAJFINANCE JUL FUT,FUT,NA,750,31/07/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53254,NA,FUTSTK,335,BALKRISIND,BALKRISIND-Jul2025-FUT,BALKRISIND JUL FUT,FUT,NA,300,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53255,NA,FUTSTK,2263,BANDHANBNK,BANDHANBNK-Jul2025-FUT,BANDHANBNK JUL FUT,FUT,NA,3600,31/07/25,-0.01,XX,1,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53256,NA,FUTSTK,4668,BANKBARODA,BANKBARODA-Jul2025-FUT,BANKBARODA JUL FUT,FUT,NA,2925,31/07/25,-0.01,XX,1,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53257,NA,FUTSTK,4745,BANKINDIA,BANKINDIA-Jul2025-FUT,BANKINDIA JUL FUT,FUT,NA,5200,31/07/25,-0.01,XX,1,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53258,NA,FUTSTK,383,BEL,BEL-Jul2025-FUT,BEL JUL FUT,FUT,NA,2850,31/07/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53259,NA,FUTSTK,422,BHARATFORG,BHARATFORG-Jul2025-FUT,BHARATFORG JUL FUT,FUT,NA,500,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53260,NA,FUTSTK,10604,BHARTIARTL,BHARTIARTL-Jul2025-FUT,BHARTIARTL JUL FUT,FUT,NA,475,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53261,NA,FUTSTK,438,BHEL,BHEL-Jul2025-FUT,BHEL JUL FUT,FUT,NA,2625,31/07/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53262,NA,FUTSTK,11373,BIOCON,BIOCON-Jul2025-FUT,BIOCON JUL FUT,FUT,NA,2500,31/07/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53263,NA,FUTSTK,2181,BOSCHLTD,BOSCHLTD-Jul2025-FUT,BOSCHLTD JUL FUT,FUT,NA,25,31/07/25,-0.01,XX,500,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53264,NA,FUTSTK,526,BPCL,BPCL-Jul2025-FUT,BPCL JUL FUT,FUT,NA,1975,31/07/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53265,NA,FUTSTK,547,BRITANNIA,BRITANNIA-Jul2025-FUT,BRITANNIA JUL FUT,FUT,NA,125,31/07/25,-0.01,XX,50,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53266,NA,FUTSTK,18143,JIOFIN,JIOFIN-Sep2025-FUT,JIOFIN SEP FUT,FUT,NA,2350,30/09/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53267,NA,FUTSTK,17869,JSWENERGY,JSWENERGY-Sep2025-FUT,JSWENERGY SEP FUT,FUT,NA,1000,30/09/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53268,NA,FUTSTK,19585,BSE,BSE-Jul2025-FUT,BSE JUL FUT,FUT,NA,375,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53269,NA,FUTSTK,6994,BSOFT,BSOFT-Jul2025-FUT,BSOFT JUL FUT,FUT,NA,1300,31/07/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53270,NA,FUTSTK,342,CAMS,CAMS-Jul2025-FUT,CAMS JUL FUT,FUT,NA,150,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53271,NA,FUTSTK,11723,JSWSTEEL,JSWSTEEL-Sep2025-FUT,JSWSTEEL SEP FUT,FUT,NA,675,30/09/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53272,NA,FUTSTK,18096,JUBLFOOD,JUBLFOOD-Sep2025-FUT,JUBLFOOD SEP FUT,FUT,NA,1250,30/09/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53273,NA,FUTSTK,10794,CANBK,CANBK-Jul2025-FUT,CANBK JUL FUT,FUT,NA,6750,31/07/25,-0.01,XX,1,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53274,NA,FUTSTK,21174,CDSL,CDSL-Jul2025-FUT,CDSL JUL FUT,FUT,NA,475,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53275,NA,FUTSTK,628,CESC,CESC-Jul2025-FUT,CESC JUL FUT,FUT,NA,3625,31/07/25,-0.01,XX,1,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53276,NA,FUTSTK,760,CGPOWER,CGPOWER-Jul2025-FUT,CGPOWER JUL FUT,FUT,NA,850,31/07/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53277,NA,FUTSTK,637,CHAMBLFERT,CHAMBLFERT-Jul2025-FUT,CHAMBLFERT JUL FUT,FUT,NA,950,31/07/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53278,NA,FUTSTK,685,CHOLAFIN,CHOLAFIN-Jul2025-FUT,CHOLAFIN JUL FUT,FUT,NA,625,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53279,NA,FUTSTK,694,CIPLA,CIPLA-Jul2025-FUT,CIPLA JUL FUT,FUT,NA,375,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53280,NA,FUTSTK,20374,COALINDIA,COALINDIA-Jul2025-FUT,COALINDIA JUL FUT,FUT,NA,1350,31/07/25,-0.01,XX,5,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSE,D,53281,NA,FUTSTK,11543,COFORGE,COFORGE-Jul2025-FUT,COFORGE JUL FUT,FUT,NA,375,31/07/25,-0.01,XX,10,M,N,N,N,NA,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
